"County","2011","2012","2013","2014"
"Warren County, Iowa",0.0001497158429,0.0001494275629,0.0001498700694,0.0001502571428
"Washington County, Iowa",0.00007004178634,0.00006979234269,0.00006944441917,0.00006920807489
"Wayne County, Iowa",0.00002033978554,0.00002016690576,0.00002020609809,0.00002003135347
"Webster County, Iowa",0.00012114963,0.0001189270696,0.0001181257672,0.0001164589463
"Winnebago County, Iowa",0.0000343308105,0.00003378251459,0.0000330069856,0.00003316357704
"Winneshiek County, Iowa",0.00006756711778,0.00006704564135,0.0000659506788,0.00006502021508
"Woodbury County, Iowa",0.0003296990327,0.0003260385471,0.0003236899823,0.0003213687592
"Worth County, Iowa",0.00002426844224,0.00002388546778,0.00002369983846,0.00002374167788
"Wright County, Iowa",0.00004183505834,0.00004148729863,0.00004108309559,0.0000405465257
"Allen County, Kansas",0.00004284931938,0.00004239861717,0.00004135841752,0.00004050254217
"Anderson County, Kansas",0.00002587007597,0.00002523332702,0.00002485492473,0.00002475958229
"Atchison County, Kansas",0.00005377188372,0.00005344915109,0.00005281117696,0.00005190998327
"Barber County, Kansas",0.00001580128834,0.00001550834734,0.00001553511911,0.00001533454145
"Barton County, Kansas",0.00008889869655,0.00008769051138,0.00008684666402,0.00008587468878
"Bourbon County, Kansas",0.00004796556021,0.00004740768271,0.00004694713627,0.00004648744311
"Brown County, Kansas",0.00003200699722,0.00003143730324,0.00003136771249,0.00003074134154
"Butler County, Kansas",0.0002113193625,0.0002092495709,0.0002078237537,0.0002069142049
"Chase County, Kansas",0.000008887622874,0.000008740373282,0.000008512827542,0.000008338019464
"Chautauqua County, Kansas",0.00001158696951,0.00001134049891,0.00001116794364,0.00001085764705
"Cherokee County, Kansas",0.00006855570133,0.00006752679205,0.00006613739137,0.00006524641606
"Cheyenne County, Kansas",0.000008643686674,0.000008498204718,0.000008452699763,0.000008438553233
"Clark County, Kansas",0.000006804536112,0.000006898617629,0.000006892542151,0.000006641512112
"Clay County, Kansas",0.0000273754191,0.00002709738767,0.00002654483175,0.00002607908801
"Cloud County, Kansas",0.00003023845977,0.00003000659686,0.0000296050192,0.00002931501869
"Coffey County, Kansas",0.00002724061225,0.00002697948982,0.00002651002094,0.00002637126427
"Comanche County, Kansas",0.000006040630643,0.000006098824084,0.000006095057935,0.000006126276546
"Cowley County, Kansas",0.0001163479385,0.0001155622012,0.0001144643019,0.0001127737553
"Crawford County, Kansas",0.0001258325631,0.000125303113,0.0001242113312,0.0001233706429
"Decatur County, Kansas",0.000009394753396,0.000009189659695,0.000009202714681,0.000009101447772
"Dickinson County, Kansas",0.00006318268555,0.00006278857292,0.00006149805859,0.00006065013781
"Doniphan County, Kansas",0.00002554910729,0.0000251409206,0.00002492454636,0.0000246307734
"Douglas County, Kansas",0.0003610223667,0.0003610637688,0.000363023043,0.0003658329602
"Edwards County, Kansas",0.000009690044586,0.000009447760401,0.000009389427255,0.000009503582848
"Elk County, Kansas",0.000008942187551,0.000008479086148,0.000008332444207,0.000008469970035
"Ellis County, Kansas",0.0000923266421,0.00009269001764,0.00009186891581,0.00009099248596
"Ellsworth County, Kansas",0.00002073778671,0.00002059070075,0.00002014280569,0.00001993396138
"Finney County, Kansas",0.0001191275273,0.0001182483604,0.0001173219537,0.0001166160303
"Ford County, Kansas",0.0001103233562,0.0001104575428,0.0001103787776,0.0001097388922
"Franklin County, Kansas",0.00008298966307,0.00008228951513,0.00008143832861,0.00008021023923
"Geary County, Kansas",0.0001132826875,0.0001207751981,0.0001164485186,0.0001145016795
"Gove County, Kansas",0.00000874960634,0.000008791356137,0.000008841948012,0.00000863333741
"Graham County, Kansas",0.000008457524837,0.00000822417187,0.000008190036311,0.000008033276476
"Grant County, Kansas",0.00002534368733,0.00002495610774,0.00002482960777,0.00002446426434
"Gray County, Kansas",0.00001953415414,0.00001900067294,0.00001892442703,0.00001904486586
"Greeley County, Kansas",0.000004028156991,0.000004040391295,0.000004060207337,0.000004090467725
"Greenwood County, Kansas",0.00002121923973,0.00002047598932,0.00002012065335,0.0000197548856
"Hamilton County, Kansas",0.000008463944211,0.000008447221863,0.000008291304148,0.000008353727865
"Harper County, Kansas",0.0000190559108,0.00001867884367,0.00001848770948,0.00001831285435
"Harvey County, Kansas",0.0001113472463,0.0001107411349,0.00010985978,0.0001086927127
"Haskell County, Kansas",0.00001359302379,0.00001343079598,0.00001305722172,0.00001288403083
"Hodgeman County, Kansas",0.000006281357156,0.000006140247654,0.000006088728695,0.000005915783968
"Jackson County, Kansas",0.00004309646527,0.00004270132787,0.00004212109092,0.00004221475792
"Jefferson County, Kansas",0.00006079788822,0.00006009922729,0.00005940940946,0.00005907929767
"Jewell County, Kansas",0.000009921142038,0.000009731352535,0.000009683736906,0.000009560133093
"Johnson County, Kansas",0.001774658325,0.001782577304,0.001792285647,0.0017999943
"Kearny County, Kansas",0.00001270394053,0.00001265330744,0.00001237999306,0.00001237193694
"Kingman County, Kansas",0.0000253276389,0.00002493380275,0.00002468719987,0.00002413752959
"Kiowa County, Kansas",0.00000821037895,0.000008007494735,0.000008019146837,0.000007954734469
"Labette County, Kansas",0.00006861347569,0.00006743438562,0.00006604878201,0.00006526212446
"Lane County, Kansas",0.000005594484171,0.000005365945536,0.000005373524597,0.000005234039347
"Leavenworth County, Kansas",0.0002473866136,0.0002474070518,0.0002470998513,0.0002467915527
"Lincoln County, Kansas",0.00001038012726,0.00001013602895,0.00001000336352,0.00001000311001
"Linn County, Kansas",0.00003085150996,0.000030223274,0.00003019996774,0.00002995906315
"Logan County, Kansas",0.000008877993814,0.000008902881134,0.000008781820233,0.000008696171016
"Lyon County, Kansas",0.0001080123817,0.000106904675,0.0001059483098,0.0001041247095
"McPherson County, Kansas",0.00009357521028,0.0000931106262,0.00009308729447,0.00009078199338
"Marion County, Kansas",0.00004026552147,0.00003943523869,0.00003862418593,0.00003829079926
"Marshall County, Kansas",0.00003204230378,0.0000319471318,0.0000315607543,0.00003124401039
"Meade County, Kansas",0.00001450457485,0.00001395018382,0.00001356356091,0.00001368830098
"Miami County, Kansas",0.0001050755183,0.0001040974316,0.0001039071299,0.0001032607474
"Mitchell County, Kansas",0.00002016967214,0.00002007768576,0.00001996558697,0.00001962921839
"Montgomery County, Kansas",0.0001116296988,0.0001098425621,0.000109002168,0.0001070998808
"Morris County, Kansas",0.00001882160366,0.0000186374201,0.00001809846123,0.00001779447711
"Morton County, Kansas",0.00001019396542,0.000009963961813,0.000009860955621,0.000009553849732
"Nemaha County, Kansas",0.00003237932089,0.00003207777537,0.00003193734407,0.00003169012899
"Neosho County, Kansas",0.00005278971954,0.00005232115541,0.00005184596789,0.00005128793057
"Ness County, Kansas",0.00001000780358,0.000009804640389,0.000009769181643,0.000009704650386
"Norton County, Kansas",0.0000181539888,0.00001779938941,0.00001776617614,0.00001738605867
"Osage County, Kansas",0.00005244949274,0.00005154366686,0.00005088708805,0.00005017263407
"Osborne County, Kansas",0.00001230272968,0.00001213710603,0.00001202555563,0.00001178758441
"Ottawa County, Kansas",0.00001946354103,0.00001921097722,0.0000191269627,0.00001894433209
"Pawnee County, Kansas",0.00002239719481,0.00002186845856,0.0000217187864,0.00002143254287
"Phillips County, Kansas",0.00001778487481,0.00001759227156,0.00001759528667,0.00001726039146
"Pottawatomie County, Kansas",0.00007070298183,0.00007115613407,0.00007143812971,0.00007144180957
"Pratt County, Kansas",0.00003095421993,0.00003109316897,0.00003094365342,0.00003068793298
"Rawlins County, Kansas",0.000008049894608,0.000007994749021,0.000008110920814,0.000007989292953
"Reno County, Kansas",0.0002067969137,0.0002045846396,0.0002027856788,0.0002001281755
"Republic County, Kansas",0.00001570178805,0.00001537770378,0.00001508574308,0.00001489470621
"Rice County, Kansas",0.00003240820808,0.00003183242037,0.0000315765774,0.00003132569407
"Riley County, Kansas",0.0002356680469,0.0002469386468,0.0002434320569,0.0002402725661
"Rooks County, Kansas",0.00001669037159,0.00001663634302,0.0000164402004,0.00001634930418
"Rush County, Kansas",0.00001030630446,0.00001022206252,0.00001005083281,0.000009930851366
"Russell County, Kansas",0.00002242608199,0.00002227313498,0.00002207955307,0.00002201375372
"Saline County, Kansas",0.0001790299128,0.0001778951148,0.0001764275596,0.000174397814
"Scott County, Kansas",0.00001569215899,0.00001546373734,0.00001552562525,0.00001560158427
"Sedgwick County, Kansas",0.001608088416,0.001606281776,0.001602696433,0.001599014729
"Seward County, Kansas",0.00007423363736,0.00007441266396,0.00007377045458,0.00007321057557
"Shawnee County, Kansas",0.0005743670416,0.0005702910347,0.0005653593458,0.0005610004226
"Sheridan County, Kansas",0.000008030636487,0.000007937393308,0.00000791154976,0.000007860484061
"Sherman County, Kansas",0.00001942823447,0.00001950094221,0.00001927253521,0.00001906057426
"Smith County, Kansas",0.00001216792283,0.00001195866603,0.00001170592902,0.00001171532576
"Stafford County, Kansas",0.00001405842838,0.00001386096383,0.00001373128576,0.00001344953328
"Stanton County, Kansas",0.000007103036988,0.000006866753344,0.000006892542151,0.00000672633748
"Stevens County, Kansas",0.00001807374663,0.00001828372654,0.0000183801124,0.00001834741284
"Sumner County, Kansas",0.00007634882099,0.00007531123679,0.00007448565868,0.00007346505167
"Thomas County, Kansas",0.00002548812324,0.00002527793702,0.0000251049297,0.00002461820668
"Trego County, Kansas",0.000009481414941,0.000009371286118,0.000009319805617,0.000009095164411
"Wabaunsee County, Kansas",0.00002258977602,0.00002228588069,0.00002223145482,0.00002179697778
"Wallace County, Kansas",0.000004897982126,0.000004852930553,0.00000493680705,0.000004715662101
"Washington County, Kansas",0.00001868037744,0.00001824867582,0.00001780415158,0.00001762482637
"Wichita County, Kansas",0.000007250682583,0.000007099362622,0.000006936846829,0.000006873996453
"Wilson County, Kansas",0.00002965108708,0.00002906022761,0.00002876955955,0.00002818087211
"Woodson County, Kansas",0.0000106625797,0.00001043555323,0.00001017425299,0.00001001253505
"Wyandotte County, Kansas",0.0005071658281,0.0005078497825,0.000509291775,0.0005097250587
"Adair County, Kentucky",0.00006094232413,0.00006033183657,0.00006052019104,0.00006051504556
"Allen County, Kentucky",0.00006475864179,0.00006446782072,0.00006429241797,0.00006438245398
"Anderson County, Kentucky",0.00006921368713,0.00006912637914,0.00006882098905,0.00006870226437
"Ballard County, Kentucky",0.00002654090052,0.00002639955984,0.00002611444345,0.00002572407813
"Barren County, Kentucky",0.000135837157,0.0001357641576,0.0001358792848,0.0001351990692
"Bath County, Kentucky",0.00003760148139,0.00003753612733,0.00003789632335,0.0000381085818
"Bell County, Kentucky",0.00009198320561,0.00009012494273,0.00008870746053,0.00008742039548
"Boone County, Kentucky",0.0003906509859,0.0003932435098,0.0003956471096,0.0003979786329
"Bourbon County, Kentucky",0.00006435743093,0.00006388789074,0.0000633746782,0.00006300639802
"Boyd County, Kentucky",0.000158580998,0.0001568487548,0.0001546866209,0.0001533077143
"Boyle County, Kentucky",0.00009243898114,0.00009247015408,0.00009377401699,0.00009365348915
"Bracken County, Kentucky",0.00002731443505,0.00002696355768,0.00002665559345,0.00002626130546
"Breathitt County, Kentucky",0.00004425837191,0.00004337366428,0.00004280781344,0.00004199169863
"Breckinridge County, Kentucky",0.00006506677173,0.00006396436502,0.00006342531211,0.00006246602901
"Bullitt County, Kentucky",0.0002413524023,0.0002418562934,0.000243289649,0.0002451233205
"Butler County, Kentucky",0.0000408207973,0.0000405887258,0.00004020333126,0.00004001244005
"Caldwell County, Kentucky",0.00004181259053,0.00004139807863,0.0000407824567,0.00004036430824
"Calloway County, Kentucky",0.0001208992744,0.0001212308574,0.0001216005198,0.0001208038901
"Campbell County, Kentucky",0.0002928550374,0.0002907488518,0.0002893190455,0.000288943477
"Carlisle County, Kentucky",0.00001615756358,0.0000160181759,0.0000156933501,0.00001558587587
"Carroll County, Kentucky",0.00003528729718,0.00003464922314,0.00003429815052,0.00003373536285
"Carter County, Kentucky",0.00008867401847,0.00008806332351,0.00008734350935,0.00008644961627
"Casey County, Kentucky",0.00005106932739,0.00005105932974,0.00005066872928,0.00004958199818
"Christian County, Kentucky",0.0002357964344,0.0002386380007,0.0002329540004,0.0002302286143
"Clark County, Kentucky",0.0001137320437,0.0001137076998,0.0001125022376,0.0001119129349
"Clay County, Kentucky",0.00006930034867,0.00006856556773,0.00006704563728,0.00006622976199
"Clinton County, Kentucky",0.00003260399897,0.00003272462034,0.00003220000752,0.0000320545639
"Crittenden County, Kentucky",0.00002968639363,0.00002937887046,0.00002904488148,0.00002882491657
"Cumberland County, Kentucky",0.00002205054863,0.00002184296713,0.00002148776915,0.00002111837484
"Daviess County, Kentucky",0.0003118499642,0.0003117601611,0.0003110631488,0.0003092701485
"Edmonson County, Kentucky",0.00003925126043,0.00003852710658,0.0000381589868,0.00003772215512
"Elliott County, Kentucky",0.00002497778303,0.00002432200848,0.00002389604489,0.00002366313587
"Estill County, Kentucky",0.00004703475103,0.00004621277204,0.00004583002545,0.00004536900493
"Fayette County, Kentucky",0.0009683496824,0.0009748782298,0.0009806049465,0.0009795256445
"Fleming County, Kentucky",0.00004648589458,0.00004628287347,0.00004600091492,0.00004547896374
"Floyd County, Kentucky",0.0001275914715,0.0001246722002,0.0001217555862,0.0001193775673
"Franklin County, Kentucky",0.0001582792874,0.0001575784469,0.0001565790636,0.0001562200519
"Fulton County, Kentucky",0.00002165575714,0.00002091571645,0.00002021875657,0.00001968576864
"Gallatin County, Kentucky",0.00002766429092,0.00002725033624,0.00002714610954,0.0000271315509
"Garrard County, Kentucky",0.0000541409977,0.00005418840249,0.00005377322141,0.00005332059772
"Grant County, Kentucky",0.00007948789472,0.00007813441241,0.00007773888794,0.00007800477968
"Graves County, Kentucky",0.0001207259513,0.0001197013717,0.0001183757721,0.00011807377
"Grayson County, Kentucky",0.00008265585564,0.00008218436299,0.00008211555727,0.00008189103818
"Green County, Kentucky",0.00003591960548,0.00003593335381,0.00003529817041,0.00003461189165
"Greenup County, Kentucky",0.0001182480731,0.0001168973147,0.000115454828,0.0001140524192
"Hancock County, Kentucky",0.00002756479063,0.0000275371148,0.00002729801129,0.00002727292651
"Hardin County, Kentucky",0.0003450317068,0.0003447651871,0.0003448454663,0.0003408189018
"Harlan County, Kentucky",0.00009349496811,0.00009138995483,0.00009015685644,0.00008801103137
"Harrison County, Kentucky",0.00005998583745,0.00005933767089,0.00005877015624,0.0000585483537
"Hart County, Kentucky",0.00005870196271,0.0000586334702,0.00005843154191,0.00005815878535
"Henderson County, Kentucky",0.0001487176303,0.000147910823,0.0001466421571,0.0001456671479
"Henry County, Kentucky",0.00004934893524,0.00004886706695,0.00004883641436,0.00004884370332
"Hickman County, Kentucky",0.00001535193218,0.00001509411164,0.00001489903051,0.00001469992203
"Hopkins County, Kentucky",0.0001503545706,0.0001485098715,0.0001469143144,0.0001450042533
"Jackson County, Kentucky",0.00004295844874,0.00004240180359,0.00004237742513,0.00004180633949
"Jefferson County, Kentucky",0.002395585083,0.002395012041,0.002402525633,0.002393096411
"Jessamine County, Kentucky",0.0001569280092,0.0001576230569,0.0001586107496,0.0001598204175
"Johnson County, Kentucky",0.00007516123685,0.00007457198539,0.00007423565371,0.00007305034988
"Kenton County, Kentucky",0.0005152381905,0.0005152582286,0.0005162476095,0.0005140511525
"Knott County, Kentucky",0.00005235641182,0.00005138753187,0.00005092506349,0.00005009095039
"Knox County, Kentucky",0.0001023183973,0.0001003533781,0.0001001222445,0.00009908859604
"Larue County, Kentucky",0.00004551014978,0.00004476294709,0.00004436480643,0.00004431654203
"Laurel County, Kentucky",0.0001905238014,0.0001897008323,0.0001889309729,0.0001881772237
"Lawrence County, Kentucky",0.000051165618,0.00005063553475,0.00005032062109,0.00004988359949
"Lee County, Kentucky",0.00002473705652,0.0000241563142,0.00002175992646,0.00002135085918
"Leslie County, Kentucky",0.00003606725108,0.00003549681311,0.00003476334964,0.00003402439743
"Letcher County, Kentucky",0.00007823932654,0.00007650933389,0.00007449515254,0.0000733802263
"Lewis County, Kentucky",0.00004441243688,0.00004409698354,0.0000435166883,0.00004344943828
"Lincoln County, Kentucky",0.0000793466685,0.00007776160028,0.00007733698121,0.00007674810756
"Livingston County, Kentucky",0.0000304984444,0.00003006395258,0.00002953223294,0.00002930873533
"Logan County, Kentucky",0.00008617046273,0.00008514774146,0.00008536878653,0.00008423473167
"Lyon County, Kentucky",0.00002707370854,0.00002691257482,0.00002674736743,0.00002642467284
"McCracken County, Kentucky",0.0002111781363,0.0002089787245,0.0002067667707,0.0002052082725
"McCreary County, Kentucky",0.00005868270459,0.00005751822024,0.00005672581178,0.00005630519398
"McLean County, Kentucky",0.00003051770252,0.00003023920614,0.00002991515195,0.0000295537864
"Madison County, Kentucky",0.0002721012023,0.0002721018724,0.0002719484468,0.0002735775188
"Magoffin County, Kentucky",0.00004243206009,0.00004161794219,0.00004095334618,0.00004077901004
"Marion County, Kentucky",0.00006419694659,0.00006346728218,0.00006306454545,0.00005994011807
"Marshall County, Kentucky",0.0001003380205,0.00009961094027,0.0000987836103,0.00009737009692
"Martin County, Kentucky",0.00004117707254,0.00004054730223,0.0000400356064,0.00003925215342
"Mason County, Kentucky",0.00005631716539,0.00005563504101,0.0000548207106,0.00005382640824
"Meade County, Kentucky",0.00009514474715,0.00009321896477,0.00009253348599,0.00009137891263
"Menifee County, Kentucky",0.00002060297986,0.00002019558362,0.00002006685481,0.00001980515249
"Mercer County, Kentucky",0.00006828608763,0.00006794421418,0.00006737792237,0.00006710629078
"Metcalfe County, Kentucky",0.00003232154653,0.00003181011537,0.00003151961424,0.00003140737776
"Monroe County, Kentucky",0.00003504336098,0.000034566376,0.00003390890227,0.00003353429531
"Montgomery County, Kentucky",0.0000858623328,0.00008558746859,0.00008616943536,0.00008597208087
"Morgan County, Kentucky",0.00004403369383,0.00004311556357,0.00004228565116,0.00004191943998
"Muhlenberg County, Kentucky",0.0001011950069,0.00009999649812,0.00009912538925,0.00009834087613
"Nelson County, Kentucky",0.0001414252218,0.0001414806103,0.0001409521705,0.000140929494
"Nicholas County, Kentucky",0.00002275026036,0.00002233049069,0.00002217765629,0.00002214884598
"Ohio County, Kentucky",0.00007698433898,0.00007654119818,0.0000758717622,0.00007523695935
"Oldham County, Kentucky",0.000195059089,0.0001978931399,0.0001995672604,0.0002009701458
"Owen County, Kentucky",0.0000347448601,0.00003429234315,0.00003368737888,0.00003348088675
"Owsley County, Kentucky",0.00001542575498,0.00001491567165,0.00001455408694,0.00001414384462
"Pendleton County, Kentucky",0.00004706042852,0.00004636890703,0.0000460926889,0.00004547896374
"Perry County, Kentucky",0.00009211159308,0.00009015999344,0.00008855239415,0.00008656585844
"Pike County, Kentucky",0.0002083343537,0.0002057859232,0.0002020704747,0.0001977090817
"Powell County, Kentucky",0.00004049982861,0.0000397379494,0.0000394628102,0.00003879660978
"Pulaski County, Kentucky",0.0002038472115,0.0002023828176,0.0002018805975,0.0002006465528
"Robertson County, Kentucky",0.000007350182875,0.000007054752623,0.000007006468467,0.000006864571412
"Rockcastle County, Kentucky",0.00005491132255,0.00005435091034,0.00005298206643,0.00005286191239
"Rowan County, Kentucky",0.0000756138027,0.00007582425177,0.00007661544787,0.00007618574679
"Russell County, Kentucky",0.00005681145716,0.00005619903885,0.00005616883867,0.00005588106714
"Scott County, Kentucky",0.0001537857258,0.000156039402,0.0001582309952,0.0001609137223
"Shelby County, Kentucky",0.0001375286619,0.0001391067211,0.0001406990009,0.0001416552222
"Simpson County, Kentucky",0.0000555340018,0.00005589951458,0.00005595364452,0.00005577425001
"Spencer County, Kentucky",0.00005606039044,0.00005581985386,0.00005594415066,0.00005596275083
"Taylor County, Kentucky",0.00008021328395,0.00007988057521,0.00007961867216,0.00007967301191
"Todd County, Kentucky",0.00003988998811,0.00004020635438,0.0000394786333,0.0000390479442
"Trigg County, Kentucky",0.00004562248882,0.00004591643419,0.00004525406463,0.00004439508404
"Trimble County, Kentucky",0.00002829017985,0.00002818077335,0.00002786447825,0.0000274017354
"Union County, Kentucky",0.00004898624063,0.00004805771412,0.00004766234037,0.00004735140518
"Warren County, Kentucky",0.0003718807373,0.0003740516512,0.000378409425,0.0003813811359
"Washington County, Kentucky",0.00003752123922,0.00003766677089,0.00003749758124,0.00003738913701
"Wayne County, Kentucky",0.00006708566475,0.00006635418637,0.00006576713084,0.00006477516402
"Webster County, Kentucky",0.00004342064364,0.00004288932715,0.00004226982806,0.00004141991281
"Whitley County, Kentucky",0.0001150801121,0.0001139721734,0.000113514916,0.0001125758295
"Wolfe County, Kentucky",0.00002362971455,0.00002292316638,0.00002303526828,0.00002278346539
"Woodford County, Kentucky",0.00008006242867,0.00008003352378,0.00008020729146,0.00008038303165
"Acadia Parish, Louisiana",0.0001985672767,0.0001975490056,0.0001971526554,0.0001968796781
"Allen Parish, Louisiana",0.00008261733939,0.00008164267015,0.00008121680521,0.00008078516672
"Ascension Parish, Louisiana",0.0003533062795,0.0003575746296,0.0003627793673,0.0003684625466
"Assumption Parish, Louisiana",0.00007441658951,0.00007351727756,0.00007341601715,0.00007240630542
"Avoyelles Parish, Louisiana",0.0001341488617,0.0001324662042,0.0001306196865,0.0001290853594
"Beauregard Parish, Louisiana",0.0001158375982,0.0001157725054,0.0001147491177,0.0001138513517
"Bienville Parish, Louisiana",0.0000457733441,0.00004522179279,0.00004418125848,0.00004329863762
"Bossier Parish, Louisiana",0.0003855925195,0.0003924405299,0.0003924793251,0.0003922953332
"Caddo Parish, Louisiana",0.0008247835995,0.0008197150957,0.0008073799822,0.0007936041472
"Calcasieu Parish, Louisiana",0.0006222331015,0.0006196934216,0.0006186578743,0.0006175600927
"Caldwell Parish, Louisiana",0.00003249165993,0.00003199811465,0.00003159556512,0.00003125971879
"Cameron Parish, Louisiana",0.00002141824032,0.00002112920716,0.00002124409341,0.00002113094156
"Catahoula Parish, Louisiana",0.00003301483889,0.00003262902749,0.00003244051863,0.00003182207956
"Claiborne Parish, Louisiana",0.00005437209516,0.00005374867536,0.00005272889684,0.00005152983996
"Concordia Parish, Louisiana",0.00006689629323,0.00006532496998,0.00006487470803,0.00006433847046
"De Soto Parish, Louisiana",0.00008595220403,0.00008610685643,0.00008572638858,0.00008501701006
"East Baton Rouge Parish, Louisiana",0.001417282162,0.001411444421,0.001405664034,0.001398421585
"East Carroll Parish, Louisiana",0.00002457978186,0.00002414994134,0.00002373464928,0.00002338980969
"East Feliciana Parish, Louisiana",0.00006446656029,0.00006328246933,0.00006202971474,0.00006181884287
"Evangeline Parish, Louisiana",0.0001086222222,0.0001075355879,0.0001070495975,0.0001060568429
"Franklin Parish, Louisiana",0.00006666840546,0.00006555439283,0.00006490002499,0.00006419081148
"Grant Parish, Louisiana",0.00007183921097,0.00007133776049,0.00007057418848,0.00007023540434
"Iberia Parish, Louisiana",0.0002357161922,0.0002347123208,0.0002336723691,0.000231617237
"Iberville Parish, Louisiana",0.0001070783628,0.0001061941015,0.0001056508355,0.0001040870094
"Jackson Parish, Louisiana",0.00005247837992,0.00005182407257,0.00005104531905,0.000050232326
"Jefferson Parish, Louisiana",0.001393289753,0.001382763378,0.001374280498,0.001363734293
"Jefferson Davis Parish, Louisiana",0.0001014004268,0.0001001972431,0.00009903677989,0.00009879641977
"Lafayette Parish, Louisiana",0.0007211299726,0.0007242688174,0.0007325177338,0.0007404783336
"Lafourche Parish, Louisiana",0.0003115899796,0.000309647559,0.0003078415658,0.0003075265159
"LaSalle Parish, Louisiana",0.00004795593115,0.00004735669986,0.0000469028316,0.00004673249417
"Lincoln Parish, Louisiana",0.0001510414436,0.000149844985,0.0001494744919,0.0001482810259
"Livingston Parish, Louisiana",0.0004167072237,0.0004189452418,0.0004230084133,0.0004246546401
"Madison Parish, Louisiana",0.00003843920966,0.00003891266442,0.00003768429382,0.00003713151923
"Morehouse Parish, Louisiana",0.00008819898482,0.00008722847925,0.00008524853097,0.00008373206283
"Natchitoches Parish, Louisiana",0.0001264167261,0.0001253509094,0.0001237936014,0.0001229150993
"Orleans Parish, Louisiana",0.001157846384,0.001178299823,0.001198242187,0.001206216727
"Ouachita Parish, Louisiana",0.0004963780706,0.0004947121379,0.0004938769114,0.0004912331286
"Plaquemines Parish, Louisiana",0.00007569083518,0.00007591984463,0.00007439704932,0.00007321371725
"Pointe Coupee Parish, Louisiana",0.00007322579569,0.00007227775689,0.00007097925982,0.00007010031209
"Rapides Parish, Louisiana",0.0004237428573,0.0004206467946,0.0004187488349,0.0004153364164
"Red River Parish, Louisiana",0.00002915358561,0.00002890727904,0.00002834550048,0.00002751169421
"Richland Parish, Louisiana",0.00006703751945,0.00006663459208,0.00006618169605,0.00006521814094
"Sabine Parish, Louisiana",0.00007838376245,0.00007750031315,0.00007677684349,0.00007575219492
"St. Bernard Parish, Louisiana",0.0001268339854,0.000132182612,0.0001374394424,0.00013961313
"St. Charles Parish, Louisiana",0.0001681554938,0.0001670325802,0.0001665033116,0.0001654974338
"St. Helena Parish, Louisiana",0.00003516211939,0.00003498379813,0.00003408612099,0.00003304733487
"St. James Parish, Louisiana",0.00006991981824,0.00006893519343,0.00006837794226,0.00006759325123
"St. John the Baptist Parish, Louisiana",0.0001446477474,0.0001424938946,0.0001378824892,0.0001373354118
"St. Landry Parish, Louisiana",0.0002678226897,0.0002659584383,0.0002639767693,0.0002628958058
"St. Martin Parish, Louisiana",0.000169343078,0.0001676507473,0.0001674115575,0.000167313325
"St. Mary Parish, Louisiana",0.0001739233011,0.0001706714815,0.0001695634991,0.0001673667336
"St. Tammany Parish, Louisiana",0.0007602014905,0.0007617603348,0.0007656892796,0.0007704562469
"Tangipahoa Parish, Louisiana",0.0003938285759,0.0003939891341,0.0003972230903,0.0003990248124
"Tensas Parish, Louisiana",0.00001634372542,0.0000159289559,0.00001561106999,0.0000152465744
"Terrebonne Parish, Louisiana",0.000358313391,0.0003559495511,0.0003566748155,0.0003565241616
"Union Parish, Louisiana",0.00007304284354,0.00007175836905,0.00007105837532,0.00007087002376
"Vermilion Parish, Louisiana",0.000186797355,0.0001868394195,0.0001876113264,0.0001870367938
"Vernon Parish, Louisiana",0.0001677703314,0.0001724495086,0.0001671394002,0.0001659309857
"Washington Parish, Louisiana",0.000151262912,0.0001487297351,0.0001468605159,0.0001455194889
"Webster Parish, Louisiana",0.0001323803242,0.0001303504157,0.0001286734453,0.0001265625901
"West Baton Rouge Parish, Louisiana",0.00007738234015,0.00007694906102,0.00007802053911,0.00007914520962
"West Carroll Parish, Louisiana",0.00003697559246,0.00003664074093,0.00003624439176,0.00003621100691
"West Feliciana Parish, Louisiana",0.00004980471078,0.00004931316694,0.00004893135295,0.00004831590103
"Winn Parish, Louisiana",0.00004862996539,0.00004812144269,0.00004699144095,0.00004655656007
"Androscoggin County, Maine",0.000344845545,0.0003424964501,0.00033932004,0.0003372845115
"Aroostook County, Maine",0.0002291331245,0.0002254939832,0.0002217259289,0.0002184096131
"Cumberland County, Maine",0.0009074073583,0.0009038145022,0.0009036160735,0.0009050741052
"Franklin County, Maine",0.00009866898331,0.00009766403248,0.00009644812081,0.00009488188614
"Hancock County, Maine",0.0001750081752,0.00017359025,0.0001726806497,0.0001711493166
"Kennebec County, Maine",0.0003909141802,0.0003874410236,0.0003833588905,0.0003808753254
"Knox County, Maine",0.0001273346965,0.000126217618,0.0001256069286,0.0001253247681
"Lincoln County, Maine",0.0001099927585,0.000108822905,0.0001078723987,0.0001069647885
"Oxford County, Maine",0.0001854011412,0.0001831336032,0.0001816396886,0.0001800905387
"Penobscot County, Maine",0.0004935182396,0.000488629246,0.0004848893909,0.0004813085606
"Piscataquis County, Maine",0.00005572658301,0.00005501368746,0.00005434601761,0.00005352794861
"Sagadahoc County, Maine",0.0001127274117,0.0001118914356,0.0001108281537,0.0001101975775
"Somerset County, Maine",0.0001666790379,0.0001650761131,0.0001636045198,0.0001609639892
